"Match Number","Team Number","Is the robot on the field?","Leave","Auto algae remove","Auto Algae Missed","Auto Processor Scored","Auto Net Scored","Auto L4 Coral","Auto L3 Coral","Auto L2 Coral","Auto L1 Coral","Auto Coral Missed","Did this team remove algae?","Algae Missed","Processor scored","Net scored","L4 Coral","L3 Coral","L2 Coral","L1 Coral","Coral Missed","Climb Status","Did this robot defend?","Did the robot break?","Did the bot seem like it performed at its peak capacity?",""
54,4043,"Y","N","N",0,0,0,1,0,0,0,0,"N",0,0,0,2,7,2,0,6,"No Climb","Not at all","","",""
54,2930,"Y","N","N",0,0,0,3,0,0,0,0,"N",2,2,0,4,2,3,0,0,"No Climb","Not at all","","",""
54,1318,"Y","N","N",0,0,3,1,4,0,5,0,"N",0,0,0,0,0,0,0,0,"No Climb","Not at all","","",""
54,1778,"Y","N","N",0,0,0,3,0,0,0,0,"N",1,0,2,1,6,7,0,4,"No Climb","Not at all","","",""
55,4469,"Y","N","N",0,0,0,0,0,0,0,1,"N",0,0,1,1,3,0,0,0,"No Climb","Not at all","","",""
55,957,"Y","N","N",0,0,0,1,0,0,0,1,"N",0,0,0,3,6,0,0,2,"No Climb","Not at all","","",""
55,7034,"Y","N","N",0,0,0,3,0,0,0,0,"N",0,0,0,4,2,1,0,6,"No Climb","Not at all","","",""
55,2522,"Y","N","N",0,0,0,1,0,0,0,2,"N",0,0,0,4,3,7,0,4,"No Climb","Not at all","","",""
55,6696,"Y","N","N",0,0,0,2,0,0,0,0,"N",0,0,3,2,5,0,0,0,"No Climb","Not at all","","",""
55,4131,"Y","N","N",0,0,0,0,0,0,0,1,"N",0,7,0,0,0,0,0,0,"No Climb","Not at all","","",""
56,948,"Y","N","N",0,0,0,1,0,0,0,0,"N",0,0,0,1,3,1,5,0,"No Climb","Not at all","","",""
56,9442,"Y","N","N",0,0,0,1,0,0,0,0,"N",1,0,1,3,1,0,0,3,"No Climb","Not at all","","",""
56,2412,"Y","N","N",0,0,0,1,0,0,0,0,"N",0,2,0,5,1,1,0,3,"No Climb","Not at all","","",""
56,10079,"Y","N","N",0,0,0,3,0,0,0,0,"N",0,0,0,2,4,3,0,5,"No Climb","Not at all","","",""
56,955,"Y","N","N",0,0,0,1,0,0,0,0,"N",0,0,0,1,1,0,0,1,"No Climb","Not at all","","",""
56,997,"Y","N","N",0,0,0,2,0,0,0,0,"N",0,1,0,2,0,3,0,0,"No Climb","Not at all","","",""
57,5937,"Y","N","N",0,0,2,0,0,0,0,0,"N",0,2,8,0,0,0,0,1,"No Climb","Not at all","","",""
57,3218,"Y","N","N",0,0,0,2,0,0,0,0,"N",0,0,0,4,5,3,0,0,"No Climb","Not at all","","",""
57,4512,"Y","N","N",0,0,0,2,0,0,0,0,"N",0,0,0,4,8,6,0,1,"No Climb","Not at all","","",""
57,2976,"Y","N","N",0,0,0,1,0,0,0,1,"N",0,0,0,1,3,2,0,4,"No Climb","Not at all","","",""
57,3574,"Y","N","N",0,0,0,1,0,0,0,0,"N",0,0,0,1,1,0,0,0,"No Climb","Not at all","","",""
57,360,"Y","N","N",0,0,0,2,0,0,0,0,"N",3,2,4,1,2,1,1,0,"No Climb","Not at all","","",""
58,2147,"Y","N","N",0,0,0,1,0,0,0,0,"N",0,0,1,1,3,1,0,1,"No Climb","Not at all","","",""
58,3636,"Y","N","N",0,0,0,2,0,0,0,1,"N",0,0,1,2,2,1,0,1,"No Climb","Not at all","","",""
58,9023,"Y","N","N",0,0,0,3,0,0,0,0,"N",0,3,0,2,5,5,1,1,"No Climb","Not at all","","",""
58,2046,"Y","N","N",0,0,0,2,0,0,0,0,"N",1,1,3,7,5,3,0,0,"No Climb","Not at all","","",""
58,9446,"Y","N","N",0,0,0,0,0,0,0,0,"N",0,0,0,0,0,1,0,2,"No Climb","Not at all","","",""
58,6443,"Y","N","N",0,0,0,0,0,0,0,1,"N",0,0,0,0,0,0,0,0,"No Climb","Not at all","","",""
59,9450,"Y","N","N",0,0,1,1,0,0,0,0,"N",1,5,3,2,0,0,2,0,"No Climb","Not at all","","",""
59,1425,"Y","N","N",0,0,0,3,0,0,0,0,"N",0,0,0,2,5,6,1,0,"No Climb","Not at all","","",""
59,5468,"Y","N","N",0,0,0,1,0,0,0,0,"N",0,0,0,4,5,5,1,2,"No Climb","Not at all","","",""
59,492,"Y","N","N",0,0,0,0,0,0,0,1,"N",0,0,0,4,3,3,0,0,"No Climb","Not at all","","",""
59,9036,"Y","N","N",0,0,0,0,0,0,0,1,"N",0,0,0,4,2,1,3,3,"No Climb","Not at all","","",""
59,9567,"Y","N","N",0,0,0,0,0,0,1,0,"N",2,6,0,0,0,0,0,0,"No Climb","Not at all","","",""
60,2910,"Y","N","N",0,0,0,2,2,1,0,0,"N",0,4,7,3,1,4,0,1,"No Climb","Not at all","","",""
60,2522,"Y","N","N",0,0,0,3,0,0,0,0,"N",0,0,0,0,2,6,2,3,"No Climb","Not at all","","",""
60,957,"Y","N","N",0,0,0,3,0,0,0,0,"N",0,0,0,4,5,0,2,0,"No Climb","Not at all","","",""
60,3826,"Y","N","N",0,0,0,0,0,0,1,0,"N",0,4,0,0,0,0,0,0,"No Climb","Not at all","","",""
60,2930,"Y","N","N",0,0,0,1,0,0,0,0,"N",0,0,0,2,2,0,0,1,"No Climb","Not at all","","",""
60,4513,"Y","N","N",0,0,0,2,0,0,0,0,"N",0,0,0,3,6,3,0,1,"No Climb","Not at all","","",""
61,955,"Y","N","N",0,0,0,2,0,0,0,0,"N",0,0,0,2,2,5,1,1,"No Climb","Not at all","","",""
61,1778,"Y","N","N",0,0,0,3,0,0,0,0,"N",0,4,2,3,3,2,5,0,"No Climb","Not at all","","",""
61,3674,"Y","N","N",0,0,0,0,0,0,0,1,"N",0,0,0,1,4,6,0,2,"No Climb","Not at all","","",""
61,4469,"Y","N","N",0,0,0,2,0,0,0,0,"N",0,0,0,4,4,2,0,2,"No Climb","Not at all","","",""
61,6696,"Y","N","N",0,0,0,0,0,0,0,0,"N",0,0,1,1,0,0,0,0,"No Climb","Not at all","","",""
61,4450,"Y","N","N",0,0,0,0,0,0,0,0,"N",0,2,0,0,1,4,0,0,"No Climb","Not at all","","",""
62,3218,"Y","N","N",0,0,0,1,0,0,0,0,"N",0,1,0,2,2,2,0,2,"No Climb","Not at all","","",""
62,10416,"Y","N","N",0,0,0,1,0,0,0,0,"N",0,0,0,1,1,0,0,0,"No Climb","Not at all","","",""
62,7034,"Y","N","N",0,0,0,2,0,0,0,1,"N",0,0,0,3,4,3,0,1,"No Climb","Not at all","","",""
62,2557,"Y","N","N",0,0,2,0,0,0,0,0,"N",0,2,4,0,0,0,5,0,"No Climb","Not at all","","",""
62,4512,"Y","N","N",0,0,0,3,0,0,0,0,"N",0,0,0,1,2,6,0,1,"No Climb","Not at all","","",""
62,3663,"Y","N","N",0,0,0,2,0,0,0,0,"N",0,0,0,2,8,5,2,0,"No Climb","Not at all","","",""
63,4125,"Y","N","N",0,0,0,0,0,0,1,0,"N",0,0,0,0,0,0,0,0,"No Climb","Not at all","","",""
63,2976,"Y","N","N",0,0,0,0,0,0,0,1,"N",0,0,0,2,0,0,0,1,"No Climb","Not at all","","",""
63,997,"Y","N","N",0,0,0,0,0,0,0,0,"N",0,0,0,5,0,1,0,1,"No Climb","Not at all","","",""
63,9446,"Y","N","N",0,0,0,0,0,0,0,0,"N",0,3,0,6,0,0,0,0,"No Climb","Not at all","","",""
63,2412,"Y","N","N",0,0,0,0,0,0,0,0,"N",0,0,0,6,1,0,0,5,"No Climb","Not at all","","",""
63,3574,"Y","N","N",0,0,0,0,0,0,0,0,"N",0,0,0,0,1,0,3,0,"No Climb","Not at all","","",""
64,360,"Y","N","N",0,0,0,0,0,0,0,0,"N",0,0,0,6,4,4,0,3,"No Climb","Not at all","","",""
64,9450,"Y","N","N",0,0,0,2,0,0,0,0,"N",0,0,4,6,1,1,1,0,"No Climb","Not at all","","",""
64,2471,"Y","N","N",0,0,0,2,0,0,0,0,"N",0,1,0,0,8,2,2,0,"No Climb","Not at all","","",""
64,2046,"Y","N","N",0,0,0,3,0,0,0,0,"N",0,2,1,4,5,3,0,0,"No Climb","Not at all","","",""
64,3636,"Y","N","N",0,0,0,2,0,0,0,1,"N",0,0,0,1,0,2,0,3,"No Climb","Not at all","","",""
64,1540,"Y","N","N",0,0,0,0,0,0,1,1,"N",1,0,1,3,5,4,1,0,"No Climb","Not at all","","",""
65,6831,"Y","N","N",0,0,0,0,0,0,1,0,"N",0,0,0,0,1,1,2,2,"No Climb","Not at all","","",""
65,492,"Y","N","N",0,0,0,0,0,0,0,1,"N",0,0,0,6,0,3,0,0,"No Climb","Not at all","","",""
65,9442,"Y","N","N",0,0,0,0,0,0,0,1,"N",0,0,0,4,7,5,2,2,"No Climb","Not at all","","",""
65,488,"Y","N","N",0,0,0,2,0,0,0,0,"N",0,0,0,7,3,4,2,1,"No Climb","Not at all","","",""
65,2147,"Y","N","N",0,0,1,1,0,0,0,0,"N",0,0,1,1,2,0,0,0,"No Climb","Not at all","","",""
65,4131,"Y","N","N",0,0,0,0,0,0,1,0,"N",0,3,0,0,0,0,0,0,"No Climb","Not at all","","",""
66,9023,"Y","N","N",0,0,0,2,0,0,0,1,"N",0,0,0,1,4,3,0,0,"No Climb","Not at all","","",""
66,10079,"Y","N","N",0,0,0,3,0,0,0,0,"N",0,3,0,2,6,2,0,1,"No Climb","Not at all","","",""
66,1318,"Y","N","N",0,0,0,1,0,0,0,0,"N",0,0,3,2,3,2,4,1,"No Climb","Not at all","","",""
66,4915,"Y","N","N",0,0,0,3,0,0,0,0,"N",0,0,0,5,1,0,3,0,"No Climb","Not at all","","",""
66,4061,"Y","N","N",0,0,0,0,2,0,0,0,"N",0,0,0,0,2,0,1,0,"No Climb","Not at all","","",""
66,6343,"Y","N","N",0,0,0,1,0,0,0,0,"N",0,0,0,2,3,3,1,3,"No Climb","Not at all","","",""
67,5937,"Y","N","N",0,0,2,0,0,0,0,0,"N",1,6,2,0,0,0,0,0,"No Climb","Not at all","","",""
67,4043,"Y","N","N",0,0,0,1,0,0,0,0,"N",0,0,0,0,0,0,0,0,"No Climb","Not at all","","",""
67,2930,"Y","N","N",0,0,0,1,0,0,0,0,"N",0,0,0,6,3,6,3,2,"No Climb","Not at all","","",""
67,6443,"Y","N","N",0,0,0,1,0,0,0,0,"N",0,0,0,2,3,2,0,0,"No Climb","Not at all","","",""
67,948,"Y","N","N",0,0,0,1,0,0,0,0,"N",0,0,0,3,1,0,0,1,"No Climb","Not at all","","",""
67,3826,"Y","N","N",0,0,0,0,0,0,0,0,"N",1,2,0,0,0,0,0,0,"No Climb","Not at all","","",""
68,997,"Y","N","N",0,0,0,0,0,0,0,1,"N",0,0,0,3,2,0,1,1,"No Climb","Not at all","","",""
68,1778,"Y","N","N",0,0,0,3,0,0,0,0,"N",1,0,2,3,3,8,3,1,"No Climb","Not at all","","",""
68,3663,"Y","N","N",0,0,0,2,0,0,0,1,"N",0,2,0,2,5,4,2,2,"No Climb","Not at all","","",""
68,9036,"Y","N","N",0,0,0,0,0,0,0,0,"N",0,0,0,3,4,2,0,1,"No Climb","Not at all","","",""
68,957,"Y","N","N",0,0,0,2,0,0,0,0,"N",0,0,0,1,1,1,0,0,"No Climb","Not at all","","",""
68,4125,"Y","N","N",0,0,0,0,0,0,1,0,"N",1,6,0,0,0,0,0,0,"No Climb","Not at all","","",""
69,2412,"Y","N","N",0,0,0,1,0,0,0,0,"N",0,0,0,3,4,2,5,0,"No Climb","Not at all","","",""
69,2557,"Y","N","N",0,1,1,0,0,0,0,0,"N",0,1,5,0,0,0,6,0,"No Climb","Not at all","","",""
69,7034,"Y","N","N",0,0,0,3,0,0,0,0,"N",0,0,0,5,6,2,0,0,"No Climb","Not at all","","",""
69,9446,"Y","N","N",0,0,0,0,0,0,0,0,"N",1,1,0,1,0,3,0,3,"No Climb","Not at all","","",""
69,4513,"Y","N","N",0,0,0,1,0,0,0,0,"N",0,0,0,1,0,0,0,0,"No Climb","Not at all","","",""
69,1425,"Y","N","N",0,0,0,3,0,0,0,0,"N",0,0,0,2,1,1,2,3,"No Climb","Not at all","","",""
70,10416,"Y","N","N",0,0,0,1,0,0,0,0,"N",0,0,0,1,3,0,1,1,"No Climb","Not at all","","",""
70,2046,"Y","N","N",0,0,0,3,0,0,0,0,"N",0,0,1,4,6,1,0,2,"No Climb","Not at all","","",""
70,4131,"Y","N","N",0,0,0,0,0,0,1,0,"N",4,9,0,0,0,0,0,0,"No Climb","Not at all","","",""
70,5468,"Y","N","N",0,0,0,3,0,0,0,0,"N",0,0,0,4,5,4,0,0,"No Climb","Not at all","","",""
70,4450,"Y","N","N",0,0,0,0,0,0,0,0,"N",0,4,0,0,0,2,0,0,"No Climb","Not at all","","",""
70,3218,"Y","N","N",0,0,0,1,0,0,0,0,"N",0,3,0,4,4,4,0,0,"No Climb","Not at all","","",""
71,9450,"Y","N","N",0,0,0,2,0,0,0,0,"N",0,1,0,4,3,2,0,0,"No Climb","Not at all","","",""
71,4061,"Y","N","N",0,0,0,0,1,0,0,0,"N",0,0,0,1,3,0,0,0,"No Climb","Not at all","","",""
71,4061,"Y","N","N",0,0,0,0,1,0,0,0,"N",0,0,0,1,3,0,0,0,"No Climb","Not at all","","",""
71,2147,"Y","N","N",0,0,1,1,0,0,0,0,"N",0,1,0,4,3,2,1,3,"No Climb","Not at all","","",""
71,4469,"Y","N","N",0,0,0,3,1,0,0,0,"N",0,0,2,2,2,4,0,2,"No Climb","Not at all","","",""
71,2910,"Y","N","N",0,0,0,2,2,0,0,0,"N",2,3,6,3,2,2,0,0,"No Climb","Not at all","","",""
71,955,"Y","N","N",0,0,0,2,0,0,0,0,"N",0,0,0,0,4,4,4,0,"No Climb","Not at all","","",""
72,3636,"Y","N","N",0,0,0,3,0,0,0,0,"N",1,0,1,7,2,0,0,3,"No Climb","Not at all","","",""
72,6831,"Y","N","N",0,0,0,0,0,0,0,0,"N",0,0,0,0,2,0,1,5,"No Climb","Not at all","","",""
72,3574,"Y","N","N",0,0,0,0,0,0,0,0,"N",0,0,0,6,4,3,1,0,"No Climb","Not at all","","",""
72,9023,"Y","N","N",0,0,0,3,0,0,0,0,"N",0,2,0,5,7,4,0,0,"No Climb","Not at all","","",""
72,948,"Y","N","N",0,0,0,1,0,0,0,1,"N",0,0,0,4,0,2,4,3,"No Climb","Not at all","","",""
73,4512,"Y","N","N",0,0,1,0,0,0,0,0,"N",3,0,0,3,3,3,0,0,"No Climb","Not at all","","",""
73,3674,"Y","N","N",0,0,0,3,0,0,0,0,"N",0,0,0,1,0,4,0,1,"No Climb","Not at all","","",""
73,4915,"Y","N","N",0,0,0,1,0,0,0,1,"N",0,0,0,1,0,2,4,4,"No Climb","Not at all","","",""
73,2522,"Y","N","N",0,0,0,3,0,0,0,0,"N",0,0,0,2,6,6,5,1,"No Climb","Not at all","","",""
73,488,"Y","N","N",0,0,0,1,0,0,0,0,"N",0,0,1,3,1,0,0,1,"No Climb","Not at all","","",""
73,1318,"Y","N","N",0,0,0,2,0,0,0,0,"N",0,0,2,4,2,2,1,0,"No Climb","Not at all","","",""
74,6443,"Y","N","N",0,0,0,1,0,0,0,0,"N",0,0,0,3,0,0,0,1,"No Climb","Not at all","","",""
74,6343,"Y","N","N",0,0,0,0,0,0,0,2,"N",0,0,0,0,1,1,0,0,"No Climb","Not at all","","",""
74,4043,"Y","N","N",0,0,0,0,0,0,0,1,"N",0,0,0,0,0,0,0,0,"No Climb","Not at all","","",""
74,9567,"Y","N","N",0,0,0,0,1,0,0,0,"N",1,4,0,0,0,0,1,0,"No Climb","Not at all","","",""
74,2471,"Y","N","N",0,0,0,0,0,0,0,0,"N",0,0,0,0,3,4,1,3,"No Climb","Not at all","","",""
74,2976,"Y","N","N",0,0,0,1,0,0,0,0,"N",0,0,0,4,0,0,1,2,"No Climb","Not at all","","",""
75,492,"Y","N","N",0,0,0,1,0,0,0,0,"N",0,0,0,2,3,3,1,0,"No Climb","Not at all","","",""
75,10079,"Y","N","N",0,0,0,3,0,0,0,0,"N",0,0,0,2,1,1,1,1,"No Climb","Not at all","","",""
75,1540,"Y","N","N",0,0,0,3,0,0,0,0,"N",0,2,0,2,7,4,3,0,"No Climb","Not at all","","",""
75,6696,"Y","N","N",0,0,0,1,0,0,0,0,"N",0,0,0,3,5,4,2,3,"No Climb","Not at all","","",""
75,5937,"Y","N","N",0,0,1,0,0,0,0,0,"N",1,2,8,0,0,0,0,0,"No Climb","Not at all","","",""
75,9442,"Y","N","N",0,0,0,0,0,0,0,0,"N",0,0,0,0,0,0,0,0,"No Climb","Not at all","","",""
76,3826,"Y","N","N",0,0,0,0,0,0,1,0,"N",0,0,0,0,0,0,0,0,"No Climb","Not at all","","",""
76,9036,"Y","N","N",0,0,0,0,0,0,1,0,"N",0,0,0,6,2,2,1,1,"No Climb","Not at all","","",""
76,9450,"Y","N","N",0,0,0,2,0,0,0,0,"N",0,0,2,3,3,2,2,0,"No Climb","Not at all","","",""
76,3218,"Y","N","N",0,0,0,1,0,0,0,0,"N",0,0,1,3,3,1,0,4,"No Climb","Not at all","","",""
76,957,"Y","N","N",0,0,0,2,0,0,0,0,"N",0,0,3,4,0,0,0,0,"No Climb","Not at all","","",""
76,2147,"Y","N","N",0,0,1,1,0,0,0,0,"N",0,0,4,3,2,1,0,0,"No Climb","Not at all","","",""
77,948,"Y","N","N",0,0,0,1,0,0,0,0,"N",0,0,0,0,4,3,2,2,"No Climb","Not at all","","",""
77,1425,"Y","N","N",0,0,0,2,0,0,0,0,"N",0,0,0,0,2,0,0,0,"No Climb","Not at all","","",""
77,955,"Y","N","N",0,0,0,2,0,0,1,0,"N",0,0,0,5,1,0,0,0,"No Climb","Not at all","","",""
77,9023,"Y","N","N",0,0,0,2,0,0,0,0,"N",0,0,0,4,4,7,3,1,"No Climb","Not at all","","",""
77,4125,"Y","N","N",0,0,0,0,0,0,0,1,"N",0,0,0,0,0,0,0,0,"No Climb","Not at all","","",""
77,1778,"Y","N","N",0,0,0,1,0,0,0,0,"N",0,0,3,5,6,3,5,1,"No Climb","Not at all","","",""
78,997,"Y","N","N",0,0,0,0,0,0,0,0,"N",0,0,0,3,2,1,1,2,"No Climb","Not at all","","",""
78,360,"Y","N","N",0,0,0,2,0,0,0,1,"N",1,2,0,4,0,1,0,2,"No Climb","Not at all","","",""
78,4061,"Y","N","N",0,0,0,0,2,0,0,0,"N",0,0,0,1,6,4,0,2,"No Climb","Not at all","","",""
78,3663,"Y","N","N",0,0,0,3,0,0,0,0,"N",0,1,0,4,4,5,2,1,"No Climb","Not at all","","",""
78,10416,"Y","N","N",0,0,0,1,0,0,0,0,"N",0,0,0,2,2,1,2,2,"No Climb","Not at all","","",""
78,4469,"Y","N","N",0,0,0,1,0,0,0,0,"N",0,0,1,1,6,7,0,0,"No Climb","Not at all","","",""
79,2471,"Y","N","N",0,0,0,0,2,0,0,0,"N",0,2,1,0,6,1,0,1,"No Climb","Not at all","","",""
79,6443,"Y","N","N",0,0,0,1,0,0,0,0,"N",0,0,0,2,0,2,0,0,"No Climb","Not at all","","",""
79,2930,"Y","N","N",0,0,0,3,0,0,0,0,"N",0,0,0,4,3,7,0,3,"No Climb","Not at all","","",""
79,3674,"Y","N","N",0,0,0,2,0,0,0,0,"N",0,0,0,9,1,0,0,1,"No Climb","Not at all","","",""
79,6831,"Y","N","N",0,0,2,0,0,0,0,0,"N",0,2,1,1,3,2,1,0,"No Climb","Not at all","","",""
79,2557,"Y","N","N",1,0,1,0,0,0,1,0,"N",2,2,1,0,0,0,9,0,"No Climb","Not at all","","",""
80,6343,"Y","N","N",0,0,0,2,0,0,0,0,"N",0,0,0,3,3,2,0,1,"No Climb","Not at all","","",""
80,2522,"Y","N","N",0,0,0,3,0,0,0,0,"N",0,0,0,1,1,3,1,0,"No Climb","Not at all","","",""
80,9446,"Y","N","N",0,0,0,0,0,0,0,0,"N",0,0,0,3,1,0,0,4,"No Climb","Not at all","","",""
80,4512,"Y","N","N",0,0,0,2,0,0,0,0,"N",1,0,3,2,3,2,0,0,"No Climb","Not at all","","",""
80,492,"Y","N","N",0,0,0,0,0,0,0,1,"N",0,0,0,0,0,1,4,5,"No Climb","Not at all","","",""
80,5468,"Y","N","N",0,0,0,3,0,0,0,0,"N",0,0,0,4,6,5,0,2,"No Climb","Not at all","","",""
81,9442,"Y","N","N",0,0,0,3,0,0,0,0,"N",0,0,0,2,8,4,5,1,"No Climb","Not at all","","",""
81,10079,"Y","N","N",0,0,0,2,0,0,0,0,"N",0,3,0,0,1,5,2,0,"No Climb","Not at all","","",""
81,4131,"Y","N","N",0,0,0,1,0,0,0,0,"N",2,1,0,0,0,0,0,0,"No Climb","Not at all","","",""
81,2910,"Y","N","N",0,0,0,3,0,0,0,1,"N",0,0,5,7,4,0,7,1,"No Climb","Not at all","","",""
81,2976,"Y","N","N",0,0,0,1,0,0,0,0,"N",0,0,0,0,3,3,0,4,"No Climb","Not at all","","",""
82,2412,"Y","N","N",0,0,0,1,0,0,0,0,"N",0,0,0,5,3,5,0,5,"No Climb","Not at all","","",""
82,4915,"Y","N","N",0,0,0,1,0,0,0,0,"N",0,0,0,4,8,1,0,0,"No Climb","Not at all","","",""
82,5937,"Y","N","N",1,0,0,0,0,0,0,0,"N",4,2,6,0,0,0,0,0,"No Climb","Not at all","","",""
82,6696,"Y","N","N",0,0,0,2,0,0,0,0,"N",1,0,3,1,1,1,0,0,"No Climb","Not at all","","",""
82,4043,"Y","N","N",0,0,0,2,0,0,0,0,"N",0,0,0,4,2,3,0,0,"No Climb","Not at all","","",""
82,2046,"Y","N","N",0,0,0,3,0,0,0,0,"N",0,3,0,1,5,5,3,2,"No Climb","Not at all","","",""
83,4513,"Y","N","N",0,0,0,0,0,0,0,2,"N",0,0,0,7,3,1,0,5,"No Climb","Not at all","","",""
83,3574,"Y","N","N",0,0,0,0,0,0,0,0,"N",0,0,0,0,0,6,0,0,"No Climb","Not at all","","",""
83,4450,"Y","N","N",0,0,1,1,0,0,0,0,"N",0,1,0,1,3,0,1,3,"No Climb","Not at all","","",""
83,7034,"Y","N","N",0,0,0,2,0,0,0,0,"N",0,0,0,3,6,2,0,1,"No Climb","Not at all","","",""
83,9567,"Y","N","N",0,0,0,0,0,0,1,0,"N",1,3,0,0,0,0,0,0,"No Climb","Not at all","","",""
83,1318,"Y","N","N",0,0,0,2,0,0,0,0,"N",0,0,0,2,5,4,0,0,"No Climb","Not at all","","",""
84,488,"Y","N","N",0,0,0,0,0,0,1,2,"N",0,0,0,6,5,1,0,3,"No Climb","Not at all","","",""
84,6443,"Y","N","N",0,0,0,1,0,0,0,0,"N",0,0,0,0,0,0,0,1,"No Climb","Not at all","","",""
84,4469,"Y","N","N",0,0,1,1,0,0,0,0,"N",0,0,2,4,4,5,0,0,"No Climb","Not at all","","",""
84,1540,"Y","N","N",0,0,0,1,0,0,1,1,"N",0,0,2,7,2,1,0,4,"No Climb","Not at all","","",""
84,3218,"Y","N","N",0,0,0,1,0,0,0,0,"N",0,1,0,0,1,1,0,2,"No Climb","Not at all","","",""
84,2471,"Y","N","N",0,0,0,0,0,0,0,0,"N",0,2,0,0,6,4,0,0,"No Climb","Not at all","","",""
85,5468,"Y","N","N",0,0,0,1,0,0,0,1,"N",0,0,0,8,7,1,0,2,"No Climb","Not at all","","",""
85,4061,"Y","N","N",0,0,0,0,3,0,0,0,"N",0,0,0,0,1,5,1,0,"No Climb","Not at all","","",""
85,9446,"Y","N","N",0,0,0,0,0,0,0,0,"N",0,0,0,0,0,0,0,4,"No Climb","Not at all","","",""
85,957,"Y","N","N",0,0,0,1,0,0,0,0,"N",0,0,0,5,2,1,2,1,"No Climb","Not at all","","",""
85,360,"Y","N","N",0,0,0,1,0,0,0,0,"N",0,1,0,0,0,1,0,2,"No Climb","Not at all","","",""
85,3674,"Y","N","N",0,0,0,1,0,0,0,1,"N",0,0,0,1,8,3,0,1,"No Climb","Not at all","","",""
999,2412,"Y","N","N",0,0,0,0,0,0,0,0,"N",3,0,8,0,0,0,0,0,"No Climb","Not at all","","",""
